spanish_frequency_5000
,,,
rank,word,pos,definition
4959,rotundo,adj,categorical
4960,delirio,nm,"delirium, nonsense"
4961,respiratorio,adj,"respiratory, breathing"
4962,bodega,nf,"cellar, pantry, warehouse"
4963,optimismo,nm,optimism
4964,congregación,nf,congregation
4965,accesible,adj,accessible
4966,exceder,v,"to excel, exceed"
4967,flora,nf,flora
4968,monasterio,nm,"monastery, convent"
4969,cuerno,nm,"horn, antler"
4970,ajedrez,nm,chess
4971,manual,adj,manual
4972,diosa,nf,goddess
4973,óptimo,adj,optimum
4974,polémico,adj,"controversial, polemical"
4975,firmeza,nf,firmness
4976,narrativa,nf,"narrative, story"
4977,ropero,nm,"wardrobe, closet"
4978,bombero,nm/f,firefighter
4979,guardián,nm/f,guardian
4980,relajar,v,to relax
4981,deteriorar,v,to deteriorate
4982,liviano,adj,"light, frivolous"
4983,inquietar,v,"to make uneasy, disturb"
4984,maestría,nf,"skill, mastery"
4985,lentitud,nf,slowness
4986,adopción,nf,adoption
4987,hispanoamericano,adj,Hispano-American
4988,feroz,adj,"ferocious, fierce"
4989,acusado,nm/f,"defendant, accused"
4990,ilícito,adj,"illicit, illegal"
4991,ambicioso,adj,"ambitious, greedy"
4992,ataúd,nm,"coffin, casket"
4993,sostenible,adj,sustainable
4994,estadístico,adj,statistical
4995,difícilmente,adv,with difficulty
4996,consola,nf,console
4997,crujir,v,"to crunch, creak"
4998,vagar,v,"to roam, wander"
4999,cosita,nf,little thing
5000,armario,nm,"closet, cupboard"
